,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2761,0,1,0,0,0.1267605633802817,0,2,0,0,0,0,0,0,1,0,1,0,0.16368159203980107,0.03588737595199632,1
2762,1,0,0,0,0.33802816901408456,1,0,1,0,0,1,1,1,1,2,0,2,0.8064676616915425,0.2878721440110778,0
2763,1,0,1,1,0.8873239436619719,1,0,1,1,1,0,0,0,0,0,0,0,0.6248756218905474,0.5904165705054236,0
2764,1,0,1,1,0.4084507042253521,1,1,0,1,1,1,1,0,0,0,0,0,0.491044776119403,0.2286406646665129,0
2765,1,0,0,0,0.16901408450704225,1,0,1,0,0,0,0,0,0,0,1,0,0.5164179104477613,0.10534848834525737,0
2766,0,0,1,0,0.8873239436619719,1,1,1,1,1,1,1,1,1,1,1,0,0.9626865671641792,0.8512981767828296,0
2767,0,0,0,1,0.6338028169014085,1,1,1,0,0,1,1,0,0,0,1,2,0.6621890547263682,0.4546561273944151,0
2768,0,0,0,0,0.15492957746478872,1,0,2,2,2,2,2,2,2,1,0,1,0.01442786069651739,0.027936764366489734,0
2769,0,0,0,0,0.19718309859154928,1,0,2,2,2,2,2,2,2,0,0,2,0.01492537313432835,0.0321370874682668,1
2770,1,0,1,1,0.22535211267605634,1,1,1,0,0,0,0,1,1,0,1,0,0.7393034825870647,0.172663281790907,1
2771,0,0,1,1,0.16901408450704225,1,0,0,1,0,1,0,0,1,0,1,1,0.44676616915422895,0.09208400646203556,0
2772,0,0,1,1,0.9295774647887325,1,1,0,1,1,0,1,1,0,2,0,3,0.5547263681592041,0.5596122778675283,0
2773,1,0,1,0,0.323943661971831,0,2,0,0,0,1,0,0,0,0,0,0,0.10796019900497514,0.07722132471728596,0
2774,1,0,0,0,0.07042253521126761,1,0,0,0,0,0,1,0,0,0,0,1,0.3164179104477612,0.031104315716593594,0
2775,1,1,1,0,0.7323943661971831,1,1,0,1,0,0,1,0,0,1,1,0,0.4159203980099503,0.37051119316870534,1
2776,1,1,1,0,0.2112676056338028,1,0,1,0,1,0,0,0,0,0,1,3,0.5577114427860698,0.13379298407569817,1
2777,1,0,0,0,0.1267605633802817,1,0,2,2,2,2,2,2,2,0,0,0,0.017412935323383064,0.019224555735056548,0
2778,0,0,0,0,0.16901408450704225,1,0,1,0,1,0,0,0,0,1,1,1,0.5611940298507464,0.109329563812601,0
2779,1,0,0,0,0.11267605633802817,1,1,1,0,0,0,0,1,0,0,1,0,0.6676616915422886,0.08536810523886455,1
2780,0,0,0,0,0.33802816901408456,1,0,0,1,1,1,1,1,0,1,0,1,0.5577114427860698,0.2129009923840296,1
2781,1,1,0,0,0.08450704225352114,0,2,0,0,1,0,1,0,1,0,1,0,0.2601990049751244,0.02850219247634434,0
2782,1,0,1,1,0.5211267605633804,1,1,0,1,0,1,1,1,1,2,1,2,0.6681592039800996,0.378282944841911,0
2783,0,0,1,0,0.5915492957746479,1,1,1,1,1,0,0,0,1,0,1,0,0.7547263681592041,0.47178629125317345,0
2784,0,0,0,1,0.04225352112676056,1,0,1,0,0,1,1,1,1,0,1,2,0.7945273631840798,0.04356104315716595,1
2785,0,0,0,0,0.33802816901408456,1,1,1,0,1,1,1,1,1,2,0,0,0.901990049751244,0.32197669051465505,0
2786,1,0,0,1,0.36619718309859156,1,0,0,1,1,0,0,0,0,1,0,1,0.37761194029850753,0.17871567043618744,0
2787,1,0,1,1,1.0,1,1,2,2,2,2,2,2,2,2,0,1,0.07810945273631843,0.2114758827602124,0
2788,1,0,0,1,0.9859154929577465,1,1,1,1,1,0,0,0,0,1,1,3,0.6686567164179106,0.6935321947842142,0
2789,0,0,0,0,0.323943661971831,1,1,1,0,0,1,0,1,0,0,1,3,0.7034825870646767,0.23701246249711524,0
2790,0,0,0,0,0.6901408450704226,1,1,1,1,1,0,1,1,1,2,1,0,0.9094527363184083,0.6383971843988,1
2791,1,0,0,0,0.7887323943661972,1,0,0,1,0,1,0,1,1,2,1,2,0.5582089552238806,0.4960246942072469,0
2792,0,0,0,0,0.19718309859154928,1,0,0,0,1,0,0,0,0,0,0,0,0.30447761194029854,0.08285252711747058,0
2793,1,0,0,0,0.04225352112676056,1,1,1,1,0,0,0,0,0,0,1,0,0.6154228855721393,0.03662012462497116,0
2794,0,0,0,0,0.3802816901408451,1,0,0,1,1,0,0,0,0,0,0,0,0.37611940298507474,0.17353450265405035,0
2795,0,1,0,0,0.11267605633802817,1,1,1,0,0,0,0,0,0,0,1,0,0.5601990049751244,0.06970920840064622,1
2796,0,0,1,0,0.7605633802816901,1,1,1,1,0,0,0,1,0,0,1,2,0.7119402985074628,0.5701361643203325,0
2797,1,0,0,0,0.02816901408450704,1,1,1,0,0,1,0,1,1,0,1,0,0.8228855721393037,0.035904684975767376,1
2798,1,0,0,0,0.1267605633802817,1,0,1,0,0,1,0,1,1,0,1,0,0.7626865671641794,0.11886106623586432,1
2799,1,0,0,1,0.7605633802816901,1,0,2,2,2,2,2,2,2,1,0,2,0.008457711442786066,0.11339718439879995,0
2800,0,0,1,1,0.26760563380281693,1,0,2,2,2,2,2,2,2,0,0,1,0.0208955223880597,0.04890376182783293,0
2801,0,0,1,1,0.8591549295774649,1,1,1,0,1,0,1,1,1,1,1,3,0.8736318407960201,0.7713708746826682,0
2802,1,1,1,0,0.4366197183098592,1,1,1,0,0,1,1,1,1,0,1,0,0.8621890547263683,0.38457765981998626,1
2803,0,0,0,0,0.5915492957746479,1,0,2,2,2,2,2,2,2,2,1,2,0.013930348258706458,0.08775098084468037,0
2804,1,0,1,0,0.11267605633802817,0,2,0,0,0,0,0,0,0,1,0,2,0.0582089552238806,0.02780983152550197,1
2805,0,0,1,0,0.8309859154929577,1,0,0,1,1,0,1,0,0,2,0,2,0.41393034825870656,0.3997980613893377,0
2806,1,0,1,0,0.8028169014084507,1,1,0,1,1,1,0,1,1,2,1,0,0.6751243781094528,0.5621624740364645,0
2807,1,0,0,1,0.08450704225352114,1,0,2,2,2,2,2,2,2,1,0,1,0.011940298507462675,0.013610662358642975,0
2808,1,0,1,1,0.014084507042253521,1,0,1,1,0,0,0,1,1,0,0,0,0.7845771144278608,0.01908031387029772,0
2809,1,1,0,0,0.5070422535211268,0,2,0,0,1,1,0,0,0,0,0,0,0.18308457711442785,0.1495730440803139,0
2810,0,1,1,1,0.9014084507042254,1,1,1,0,0,1,1,1,1,1,1,2,0.8522388059701494,0.7787099007615973,0
2811,0,0,1,1,0.5352112676056339,1,0,2,2,2,2,2,2,2,2,0,1,0.01492537313432835,0.08529309946918996,0
2812,1,0,1,0,0.9154929577464789,1,1,1,0,1,0,1,1,1,1,1,0,0.8537313432835824,0.7928917609046852,1
2813,1,0,0,0,0.943661971830986,1,1,2,2,2,2,2,2,2,2,0,1,0.06268656716417913,0.189083775675052,0
2814,0,0,1,1,0.8591549295774649,0,2,0,1,1,0,1,1,0,2,0,2,0.30298507462686575,0.3449976921301639,0
2815,1,0,0,0,0.02816901408450704,1,0,1,0,0,1,1,1,0,0,1,1,0.6975124378109453,0.02806946688206786,1
2816,0,0,1,0,1.0,1,1,1,1,1,1,0,1,1,2,1,0,0.9084577114427862,0.9400300023078701,0
2817,0,0,1,0,0.5633802816901409,1,0,2,2,2,2,2,2,2,2,0,3,0.02388059701492535,0.09886337410570047,0
2818,1,0,1,1,0.3943661971830986,1,0,1,1,0,0,0,1,1,0,0,3,0.7601990049751246,0.3035252711747058,1
2819,0,0,0,0,0.04225352112676056,1,0,0,1,1,0,0,0,0,0,0,0,0.3676616915422886,0.023292176321255485,0
2820,1,0,0,0,0.7323943661971831,1,1,2,2,2,2,2,2,2,1,0,2,0.05771144278606967,0.1480613893376414,0
2821,1,1,1,0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0.5587064676616917,0.006415878144472655,1
2822,0,0,1,1,0.5633802816901409,1,1,0,1,1,1,1,0,1,0,0,3,0.6134328358208957,0.3816524348026772,1
2823,1,0,1,0,0.5352112676056339,1,0,2,2,2,2,2,2,2,2,1,2,0.02189054726368159,0.0889914608816063,0
2824,1,0,1,0,0.8732394366197184,1,0,2,2,2,2,2,2,2,2,0,1,0.00995024875621889,0.14064735748903767,0
2825,1,0,0,0,0.19718309859154928,1,1,2,2,2,2,2,2,2,0,1,0,0.08059701492537315,0.04151857835218095,0
2826,0,0,1,0,0.16901408450704225,1,0,0,0,0,0,0,0,0,1,0,0,0.25422885572139303,0.0662185552734826,0
2827,1,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0.3174129353233831,0.003617585968151397,0
2828,1,0,0,0,0.0,1,0,2,2,2,2,2,2,2,2,0,1,0.02189054726368159,0.0001903992614816523,0
2829,1,1,0,0,0.09859154929577466,1,0,1,0,0,0,0,0,0,0,1,0,0.5119402985074628,0.06254904223401803,1
2830,1,0,0,0,0.8309859154929577,1,0,0,1,1,1,0,0,0,2,0,0,0.4293532338308459,0.41766097392107093,0
2831,0,1,1,0,0.15492957746478872,1,1,1,0,1,1,0,1,0,0,1,0,0.7945273631840798,0.1201707823678745,1
2832,1,0,1,0,0.5492957746478874,1,1,0,0,1,0,1,1,0,1,0,3,0.5223880597014926,0.3349815370413109,0
2833,0,0,0,0,0.9154929577464789,1,0,0,1,1,1,0,0,0,2,1,2,0.4268656716417911,0.4614181860143089,0
2834,1,0,1,1,0.5774647887323944,1,0,2,2,2,2,2,2,2,1,0,1,0.019900497512437807,0.09648049849988463,0
2835,0,1,0,0,0.9154929577464789,1,1,0,1,1,0,1,0,0,1,1,3,0.4537313432835822,0.479523424878837,0
2836,1,0,0,0,0.676056338028169,1,1,1,0,1,0,0,1,1,0,0,0,0.8004975124378112,0.5656300484652667,0
2837,0,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,0,1,0.022388059701492522,0.0001961689360720056,1
2838,0,0,0,0,0.5633802816901409,1,0,2,2,2,2,2,2,2,2,0,1,0.017412935323383064,0.09133394876528965,0
2839,0,0,1,1,0.5633802816901409,1,0,2,2,2,2,2,2,2,2,0,2,0.01044776119402985,0.086960535425802,0
2840,0,0,1,1,0.3098591549295775,1,0,1,1,1,0,1,0,0,0,0,1,0.6582089552238808,0.22133048696053548,0
2841,1,0,0,0,0.02816901408450704,0,2,0,0,0,0,0,0,0,0,0,0,0.06815920398009952,0.007039003000230789,0
2842,0,0,0,0,0.04225352112676056,0,2,0,1,0,1,1,0,1,0,0,1,0.2985074626865672,0.021168936072005543,0
2843,0,0,1,1,0.7183098591549296,1,0,2,2,2,2,2,2,2,2,0,1,0.01592039800995027,0.12135933533348722,0
2844,0,1,1,0,0.04225352112676056,1,1,1,1,0,0,0,1,1,0,1,0,0.8094527363184081,0.03794714978075237,1
2845,0,0,0,0,0.14084507042253522,1,0,1,0,1,1,1,0,1,0,1,0,0.7557213930348261,0.11321255481190864,0
2846,0,0,1,0,0.014084507042253521,1,0,0,1,0,0,0,0,1,0,1,1,0.43681592039801,0.010881606277405956,0
2847,0,0,1,0,0.35211267605633806,1,1,1,0,1,0,0,0,0,0,0,2,0.6074626865671643,0.23044080313870305,0
2848,1,0,1,1,0.323943661971831,1,0,0,1,0,1,0,0,0,1,1,3,0.37810945273631846,0.1656415878144473,0
2849,0,0,0,0,0.15492957746478872,1,0,2,2,2,2,2,2,2,0,0,1,0.020398009950248767,0.026298176782829454,0
2850,1,1,1,0,0.8309859154929577,1,1,1,0,0,0,1,1,1,0,1,0,0.8034825870646768,0.6922570966997462,0
2851,0,0,1,1,0.8873239436619719,1,1,0,1,1,1,1,1,1,2,1,1,0.7199004975124378,0.6691264712670206,0
2852,1,0,1,0,0.9154929577464789,1,0,0,1,1,1,1,1,1,2,1,2,0.6731343283582091,0.6434918070620819,0
2853,0,0,0,0,0.8309859154929577,1,1,1,0,0,1,0,0,0,1,1,2,0.6064676616915424,0.5476805908146781,0
2854,1,0,1,1,0.22535211267605634,1,1,0,1,0,1,0,1,0,1,1,2,0.518407960199005,0.13649319178398342,0
2855,1,0,1,1,0.5774647887323944,1,0,2,2,2,2,2,2,2,2,0,1,0.010945273631840809,0.0979113777982922,0
2856,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0.3174129353233831,0.003617585968151397,0
2857,0,0,1,1,0.647887323943662,1,0,0,0,1,0,1,0,1,2,0,2,0.4532338308457712,0.3448476805908147,0
2858,0,0,1,0,0.1267605633802817,1,0,2,2,2,2,2,2,2,0,1,1,0.022885572139303482,0.02699630740826218,0
2859,1,1,1,0,0.971830985915493,1,1,0,1,1,1,1,1,1,2,1,3,0.6995024875621891,0.7255596584352644,0
2860,1,1,0,0,0.9295774647887325,1,1,1,0,0,1,0,1,1,0,1,3,0.8273631840796022,0.7872432494807295,0
2861,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0.6338308457711443,0.007287099007615973,1
2862,1,0,1,0,0.08450704225352114,1,0,1,0,0,0,0,0,0,0,1,0,0.5084577114427861,0.04988460650819296,1
2863,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0.2621890547263682,0.0029771520886222027,0
2864,1,0,0,0,0.04225352112676056,1,0,0,0,1,0,1,1,0,0,1,2,0.45273631840796025,0.02393261020078468,0
2865,0,0,1,1,0.9154929577464789,1,1,1,1,1,1,0,1,1,2,0,2,0.9054726368159206,0.8151050080775447,0
2866,0,0,0,0,0.15492957746478872,1,0,1,0,1,0,0,0,1,0,1,0,0.6601990049751244,0.11522617124394188,0
2867,0,0,0,0,0.323943661971831,1,0,2,2,2,2,2,2,2,1,0,3,0.02189054726368159,0.05868336025848144,0
2868,1,0,0,0,0.35211267605633806,1,0,1,0,1,0,0,1,0,0,1,0,0.6716417910447762,0.24552273251788606,0
2869,0,0,0,0,0.07042253521126761,1,0,1,0,0,0,0,1,1,0,1,0,0.7248756218905473,0.05036925917378262,1
2870,1,0,1,0,0.7887323943661972,1,1,1,0,0,1,1,1,1,2,0,0,0.8925373134328362,0.686712439418417,0
2871,1,0,1,0,0.18309859154929578,1,1,1,0,0,0,0,1,0,0,1,0,0.6751243781094528,0.1404050311562428,1
2872,0,0,1,1,0.5774647887323944,1,1,2,2,2,2,2,2,2,2,0,0,0.046766169154228855,0.11486845141933999,0
2873,1,0,0,0,0.33802816901408456,1,1,1,0,0,0,0,1,1,0,1,2,0.7606965174129355,0.2704015693514886,1
2874,0,0,1,0,0.8873239436619719,1,0,2,2,2,2,2,2,2,2,0,3,0.011940298507462675,0.1392626355873529,0
2875,1,0,1,0,0.295774647887324,1,1,1,0,0,0,0,0,1,0,1,0,0.6651741293532338,0.21404338795291952,1
2876,1,0,0,0,0.25352112676056343,1,0,2,2,2,2,2,2,2,1,1,3,0.01442786069651739,0.04243018693745674,0
2877,0,0,1,1,0.8450704225352113,1,1,1,0,1,0,0,1,1,0,1,0,0.8049751243781097,0.6913512577890608,1
2878,1,0,1,0,0.295774647887324,1,0,1,0,0,1,0,1,0,0,1,2,0.6840796019900498,0.21138356796676674,0
2879,1,1,1,0,0.971830985915493,1,1,1,0,1,1,0,1,1,0,1,0,0.8427860696517414,0.8172974844218789,1
2880,1,0,0,0,0.15492957746478872,1,0,1,0,0,0,0,0,1,0,1,2,0.6139303482587066,0.11823217170551585,0
2881,0,0,1,0,0.4225352112676057,1,0,0,1,0,0,1,0,1,1,1,0,0.455223880597015,0.21831871682437118,0
2882,0,0,0,0,0.14084507042253522,1,0,0,0,0,0,0,1,1,0,1,0,0.4641791044776121,0.08046388183706442,0
2883,1,0,1,1,0.943661971830986,1,1,2,2,2,2,2,2,2,2,0,1,0.0746268656716418,0.19240133856450503,0
2884,0,1,1,1,1.0,1,1,0,1,1,1,1,1,1,2,1,2,0.7154228855721394,0.7728652204015696,0
2885,1,1,0,0,0.9295774647887325,1,1,1,1,1,1,1,1,1,2,1,3,0.9736318407960199,0.9024982690976232,0
2886,0,0,0,0,0.8309859154929577,1,0,1,1,0,1,1,1,1,0,1,2,0.8626865671641794,0.7175109623817217,0
2887,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0.26666666666666666,0.0030290791599353797,1
2888,0,1,0,1,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5248756218905474,0.006023540272328642,1
2889,1,0,1,1,0.8028169014084507,0,2,0,1,1,1,0,1,0,1,0,1,0.3159203980099503,0.33476228940687747,0
2890,0,1,1,1,0.647887323943662,1,0,1,0,0,0,0,0,0,0,0,2,0.5203980099502489,0.3796965151165475,1
2891,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0.6114427860696519,0.007027463651050082,1
2892,1,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,0,1,0.02189054726368159,0.0001903992614816523,0
2893,1,0,0,0,0.295774647887324,1,1,0,1,1,0,0,0,0,0,0,0,0.4054726368159205,0.14261481652434807,1
2894,0,0,0,0,0.6619718309859155,1,0,0,1,0,1,1,0,0,1,1,3,0.418905472636816,0.3320563120240019,1
2895,0,0,1,0,0.5070422535211268,1,0,2,2,2,2,2,2,2,1,1,2,0.01592039800995027,0.08062543272559429,0
2896,1,0,0,0,0.16901408450704225,1,0,2,2,2,2,2,2,2,1,1,0,0.016915422885572132,0.0271174705746596,0
2897,1,0,0,0,0.5915492957746479,1,1,2,2,2,2,2,2,2,2,0,2,0.08159203980099501,0.12592314793445653,0
2898,0,0,0,0,0.07042253521126761,0,2,0,1,1,1,1,1,1,2,1,1,0.4492537313432836,0.0380798522963305,0
2899,1,0,0,0,0.9859154929577465,0,2,0,1,1,1,1,1,0,2,0,2,0.355223880597015,0.4465555042695593,0
2900,0,1,1,1,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5074626865671643,0.005821601661666283,1
2901,0,0,1,1,1.0,1,1,1,1,1,0,0,1,0,2,1,0,0.764676616915423,0.7874855758135243,0
2902,0,1,0,0,0.07042253521126761,1,0,1,1,0,0,0,0,0,0,1,0,0.5557213930348259,0.049861527809831545,0
2903,1,0,1,1,0.15492957746478872,0,2,0,0,1,0,1,0,0,0,0,1,0.17164179104477614,0.047709439187629835,0
2904,1,0,0,0,0.33802816901408456,1,0,1,0,0,0,0,0,0,0,0,1,0.5243781094527364,0.20177129009923847,1
2905,0,0,1,0,0.28169014084507044,1,0,1,0,0,1,1,0,0,1,0,0,0.6064676616915424,0.19889799215324264,0
2906,0,0,1,1,0.07042253521126761,1,0,0,0,0,0,1,0,0,0,1,1,0.30398009950248756,0.032142857142857154,0
2907,1,0,1,0,0.26760563380281693,1,0,1,0,0,0,0,1,1,0,1,1,0.7039800995024876,0.20789868451419347,1
2908,1,0,1,0,0.23943661971830985,1,1,1,1,0,0,0,1,1,0,1,0,0.8074626865671645,0.19895568889914617,1
2909,0,0,0,0,0.5915492957746479,1,0,0,0,1,0,1,0,0,1,0,0,0.3701492537313434,0.2798811447034388,0
2910,0,0,1,1,0.47887323943661975,1,1,2,2,2,2,2,2,2,2,1,3,0.07114427860696516,0.10743134087237483,0
2911,0,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,2,0.5497512437810946,0.006312024001846298,1
2912,1,1,1,0,0.4366197183098592,1,1,1,0,1,1,0,0,1,0,1,0,0.7487562189054727,0.3406415878144473,0
2913,1,0,0,0,0.7183098591549296,0,2,0,1,1,1,1,1,1,2,0,3,0.45422885572139315,0.382662127855989,0
2914,1,0,0,0,0.4366197183098592,1,0,0,0,0,0,0,1,1,1,1,2,0.4636815920398011,0.2298811447034388,0
2915,0,0,1,1,1.0,0,2,0,1,1,1,1,1,1,2,1,2,0.4532338308457712,0.5383683360258483,0
2916,1,0,0,0,0.7042253521126761,0,2,0,1,0,0,1,0,1,0,1,3,0.26069651741293537,0.2495672744057236,0
2917,1,0,1,1,0.943661971830986,1,0,2,2,2,2,2,2,2,2,1,2,0.016915422885572132,0.14821717055158093,0
2918,1,1,1,0,0.09859154929577466,0,2,0,0,1,1,0,0,1,0,1,1,0.2497512437810946,0.0406877452111701,0
2919,1,0,1,0,0.676056338028169,0,2,0,0,1,0,0,1,1,2,0,3,0.3124378109452737,0.2759173782598662,0
2920,0,0,1,0,1.0,1,0,0,1,1,1,1,1,1,2,0,1,0.6651741293532338,0.7081237018232173,0
2921,1,0,0,0,0.11267605633802817,1,1,1,0,0,0,0,1,1,0,1,0,0.7686567164179107,0.09350334641126243,1
2922,0,0,1,0,0.3802816901408451,1,0,1,1,0,0,0,1,1,0,1,1,0.737313432835821,0.2981883221786292,1
2923,1,0,0,0,0.7464788732394366,1,0,1,1,0,1,0,1,0,0,0,1,0.7119402985074628,0.536372028617586,0
2924,1,0,0,0,0.14084507042253522,1,0,1,0,1,0,0,0,0,0,1,0,0.5601990049751244,0.09300138472190171,1
2925,0,0,1,1,0.6901408450704226,1,0,1,0,0,1,1,1,1,1,0,1,0.8437810945273633,0.5925109623817217,0
2926,0,0,1,0,0.9577464788732395,1,1,1,1,1,1,1,1,1,2,1,0,0.9726368159203983,0.9420782367874455,0
2927,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5139303482587066,0.005896607431340875,0
2928,1,0,1,1,0.943661971830986,1,0,1,1,1,0,1,0,1,2,0,2,0.764676616915423,0.7690514654973462,0
2929,1,0,0,1,0.5492957746478874,0,2,0,1,1,0,1,0,0,1,0,1,0.21890547263681598,0.1783117932148627,0
2930,1,0,1,1,0.4225352112676057,1,1,2,2,2,2,2,2,2,2,0,1,0.0746268656716418,0.08502192476344336,0
2931,0,1,0,1,0.4507042253521127,1,1,1,0,1,1,0,1,1,0,1,2,0.8666666666666668,0.39767482114008784,0
2932,1,1,1,0,0.7605633802816901,1,1,1,0,1,1,1,1,1,2,1,0,0.9487562189054727,0.7239672282483269,0
2933,1,0,1,1,0.943661971830986,1,1,2,2,2,2,2,2,2,2,1,2,0.05721393034825871,0.18987999076852072,0
2934,0,0,1,1,0.15492957746478872,1,0,2,2,2,2,2,2,2,0,0,2,0.011442786069651713,0.020690053081006233,0
2935,1,0,1,0,0.9859154929577465,1,0,0,1,1,1,1,1,1,2,1,2,0.6751243781094528,0.695488114470344,0
2936,1,0,0,0,0.5492957746478874,1,1,1,0,1,1,0,1,1,0,1,1,0.8398009950248758,0.4718843757212094,0
2937,0,0,1,1,0.8873239436619719,1,1,1,0,1,1,0,0,1,1,1,0,0.7422885572139304,0.6879702284791139,0
2938,1,0,1,0,0.7323943661971831,1,1,1,0,1,0,1,0,1,1,0,2,0.7910447761194032,0.5797830602354028,0
2939,1,1,0,0,0.15492957746478872,1,0,1,0,1,1,1,0,0,0,1,1,0.6522388059701493,0.11665705054234944,1
2940,1,1,0,0,0.7323943661971831,0,2,0,0,1,1,0,1,1,0,1,0,0.3601990049751244,0.32722709439187636,1
2941,1,0,1,0,1.0,1,1,1,1,1,1,0,1,0,2,1,3,0.793034825870647,0.8187687514424189,0
2942,1,0,0,0,0.6338028169014085,1,0,2,2,2,2,2,2,2,2,0,0,0.016915422885572132,0.10249826909762293,0
2943,1,0,0,0,0.5492957746478874,1,1,2,2,2,2,2,2,2,2,1,1,0.06318407960199006,0.1102180936995154,0
2944,1,0,0,0,0.15492957746478872,0,2,0,1,1,0,1,1,0,0,1,2,0.3253731343283583,0.0677302100161551,0
2945,1,0,0,0,0.11267605633802817,1,0,1,1,0,0,0,0,0,0,0,0,0.5706467661691542,0.07416916685898917,0
2946,0,0,1,1,0.7042253521126761,1,1,1,0,0,0,1,0,0,0,1,0,0.6218905472636816,0.47289406877452117,0
2947,1,0,1,1,0.676056338028169,1,0,1,0,1,1,0,1,0,0,1,3,0.7179104477611942,0.5164839603046388,0
2948,1,1,1,0,0.5633802816901409,1,1,1,0,0,1,0,1,1,0,1,0,0.8114427860696519,0.4893261020078469,1
2949,0,0,0,0,0.7746478873239437,1,0,0,1,0,1,1,0,0,1,1,3,0.4179104477611941,0.37663858758366037,0
2950,1,0,0,0,0.04225352112676056,1,0,2,2,2,2,2,2,2,0,1,0,0.019402985074626847,0.0042580198476805916,0
2951,1,0,1,0,0.26760563380281693,1,0,0,1,0,0,1,0,1,1,1,1,0.4567164179104479,0.14489383798753755,0
2952,0,0,1,1,0.35211267605633806,1,0,2,2,2,2,2,2,2,0,1,3,0.019900497512437807,0.05482921763212557,0
2953,0,0,1,1,0.26760563380281693,1,1,1,0,1,1,0,1,1,0,1,2,0.8716417910447763,0.2562716362797139,1
2954,0,0,0,0,0.08450704225352114,1,1,1,0,0,0,0,0,0,0,0,1,0.5691542288557215,0.05330602354027235,1
2955,1,0,0,0,0.08450704225352114,1,1,1,0,0,0,0,1,1,0,1,0,0.7522388059701494,0.07117470574659591,1
2956,1,0,0,0,0.7042253521126761,1,0,1,0,1,1,0,1,1,0,1,0,0.8034825870646768,0.5792003231017772,0
2957,0,0,0,0,0.04225352112676056,1,1,1,0,1,0,0,0,0,0,1,1,0.6174129353233831,0.03524117239787677,0
2958,0,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,0,3,0.012935323383084566,8.654511885529665e-05,0
2959,1,0,1,1,0.36619718309859156,1,1,1,1,1,0,1,1,0,0,0,0,0.82089552238806,0.32018809139164556,0
2960,1,0,0,0,0.295774647887324,1,1,1,1,0,0,0,1,1,0,1,0,0.82089552238806,0.23957996768982237,1
2961,1,0,0,0,0.15492957746478872,1,0,0,0,1,0,1,0,0,0,1,1,0.35323383084577115,0.07268059081467806,0
2962,0,0,1,1,0.02816901408450704,0,2,0,0,0,0,1,0,0,0,1,1,0.12686567164179105,0.008798753750288485,1
2963,0,0,1,1,0.46478873239436624,1,1,2,2,2,2,2,2,2,1,1,3,0.07313432835820895,0.10366374336487426,0
2964,1,0,1,0,0.323943661971831,1,1,0,1,0,0,1,0,0,1,1,0,0.39900497512437827,0.1532540964689592,0
2965,1,0,0,0,0.7042253521126761,1,1,1,0,0,1,0,0,0,0,0,3,0.6144278606965174,0.4873701823217172,1
2966,0,1,0,0,0.18309859154929578,0,2,0,0,0,0,0,1,1,0,1,0,0.2796019900497513,0.07545580429263792,0
2967,1,0,1,0,0.8169014084507042,1,1,1,1,1,1,1,1,1,2,0,0,0.9502487562189056,0.7549561504731136,0
2968,1,0,0,0,0.02816901408450704,1,0,1,0,1,1,0,0,1,0,0,0,0.7179104477611942,0.028807985229633053,0
2969,0,0,1,1,0.9014084507042254,1,1,1,1,0,1,1,1,1,2,0,0,0.9059701492537314,0.8445361181629358,0
2970,1,1,0,0,0.056338028169014086,1,0,1,0,0,0,0,0,0,0,1,1,0.5174129353233832,0.03612970228479115,1
2971,0,0,1,1,0.8169014084507042,1,1,0,1,1,1,1,1,1,2,0,3,0.7169154228855722,0.5971901684744981,0
2972,1,0,1,1,1.0,0,2,0,1,1,1,1,1,1,2,1,3,0.46766169154228865,0.5146607431340874,0
2973,0,0,1,1,0.8591549295774649,1,0,1,0,1,1,0,1,1,0,1,0,0.8149253731343286,0.7228825294253406,1
2974,1,0,0,0,0.3802816901408451,1,1,1,1,1,0,0,0,1,0,1,3,0.7587064676616917,0.3047080544657282,1
2975,1,0,0,0,0.02816901408450704,1,0,0,0,0,0,1,0,1,0,0,1,0.4218905472636817,0.02055158089083776,0
2976,1,0,0,1,0.25352112676056343,1,1,2,2,2,2,2,2,2,0,1,3,0.0582089552238806,0.048511423955688915,0
2977,1,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,1,1,0.012437810945273634,8.077544426494337e-05,0
2978,1,0,0,0,0.323943661971831,1,0,1,0,1,1,1,0,0,0,1,0,0.67363184079602,0.24098199861527816,0
2979,1,1,0,0,0.7887323943661972,1,0,0,0,0,1,1,0,0,1,1,0,0.3507462686567165,0.34814216478190635,0
